,image_id,Male,Gray_Hair,split
1920,052893.jpg,0,1,0
1866,051428.jpg,1,1,0
1900,052332.jpg,1,1,0
6075,165391.jpg,1,1,0
8448,086710.jpg,1,0,0
1990,055284.jpg,1,1,0
1583,043795.jpg,1,1,0
14747,009503.jpg,0,0,0
9202,177410.jpg,0,0,0
10482,079549.jpg,0,0,0
11630,123311.jpg,0,0,0
11519,017654.jpg,0,0,0
4420,119606.jpg,1,1,0
6262,169350.jpg,1,1,0
1693,046716.jpg,1,1,0
7207,195769.jpg,1,1,0
13259,139966.jpg,0,0,0
2607,072528.jpg,1,1,0
8505,026203.jpg,1,0,0
295,007656.jpg,1,1,0
4359,118100.jpg,1,1,0
11649,134926.jpg,0,0,0
5184,140956.jpg,1,1,0
5707,155838.jpg,0,1,0
1933,053237.jpg,1,1,0
3858,104816.jpg,1,1,0
1864,051386.jpg,1,1,0
4165,112784.jpg,1,1,0
1639,045442.jpg,1,1,0
1476,040517.jpg,1,1,0
7711,145711.jpg,1,0,0
12076,098798.jpg,0,0,0
8523,124485.jpg,1,0,0
11378,153916.jpg,0,0,0
1310,035616.jpg,1,1,0
7526,035231.jpg,1,0,0
5439,147737.jpg,1,1,0
6027,164220.jpg,1,1,0
1907,052535.jpg,1,1,0
6902,185015.jpg,0,1,0
5159,140060.jpg,1,1,0
708,019538.jpg,1,1,0
11574,170624.jpg,0,0,0
1430,039124.jpg,0,1,0
14429,053307.jpg,0,0,0
8741,101600.jpg,0,0,0
10185,047820.jpg,0,0,0
11029,019428.jpg,0,0,0
12272,077042.jpg,0,0,0
9901,115921.jpg,0,0,0
1268,034432.jpg,1,1,0
1622,045109.jpg,1,1,0
3171,086812.jpg,0,1,0
7409,065314.jpg,1,0,0
3056,084174.jpg,1,1,0
11255,106000.jpg,0,0,0
10261,040258.jpg,0,0,0
9544,180737.jpg,0,0,0
14050,195849.jpg,0,0,0
13600,014896.jpg,0,0,0
8367,012399.jpg,1,0,0
1302,035357.jpg,1,1,0
3922,106344.jpg,1,1,0
5309,144309.jpg,1,1,0
4419,119595.jpg,1,1,0
14691,187033.jpg,0,0,0
5206,141689.jpg,1,1,0
6112,166087.jpg,1,1,0
7576,137813.jpg,1,0,0
4369,118441.jpg,1,1,0
7417,092296.jpg,1,0,0
2006,055658.jpg,1,1,0
3507,095331.jpg,1,1,0
5453,148083.jpg,1,1,0
4622,125377.jpg,1,1,0
1139,031302.jpg,1,1,0
6268,169493.jpg,0,1,0
12263,192272.jpg,0,0,0
14055,098137.jpg,0,0,0
7104,192427.jpg,1,1,0
2953,081160.jpg,1,1,0
3768,102230.jpg,1,1,0
13261,077922.jpg,0,0,0
7684,007178.jpg,1,0,0
7638,154793.jpg,1,0,0
5931,161793.jpg,1,1,0
4576,124079.jpg,1,1,0
9849,002681.jpg,0,0,0
11608,148375.jpg,0,0,0
5997,163495.jpg,1,1,0
9338,041526.jpg,0,0,0
8386,157050.jpg,1,0,0
9397,088068.jpg,0,0,0
9920,009301.jpg,0,0,0
8150,008905.jpg,1,0,0
12919,145234.jpg,0,0,0
2795,077546.jpg,1,1,0
655,018028.jpg,0,1,0
10650,026209.jpg,0,0,0
6864,184075.jpg,0,1,0
9509,145187.jpg,0,0,0
2340,065443.jpg,1,1,0
14349,032990.jpg,0,0,0
12689,128157.jpg,0,0,0
13235,043233.jpg,0,0,0
4704,127491.jpg,0,1,0
8034,001264.jpg,1,0,0
10812,188752.jpg,0,0,0
13507,012033.jpg,0,0,0
10637,051365.jpg,0,0,0
11303,088602.jpg,0,0,0
13697,107067.jpg,0,0,0
6352,171349.jpg,1,1,0
13118,120334.jpg,0,0,0
6033,164439.jpg,1,1,0
14122,184329.jpg,0,0,0
9687,193238.jpg,0,0,0
12778,019763.jpg,0,0,0
6179,167414.jpg,1,1,0
14340,041600.jpg,0,0,0
12536,027553.jpg,0,0,0
5903,161040.jpg,0,1,0
3842,104482.jpg,1,1,0
8178,197277.jpg,1,0,0
11092,077708.jpg,0,0,0
487,013199.jpg,1,1,0
11862,053206.jpg,0,0,0
3506,095321.jpg,1,1,0
14371,095369.jpg,0,0,0
13228,202450.jpg,0,0,0
14337,055018.jpg,0,0,0
7210,195879.jpg,0,1,0
10788,003195.jpg,0,0,0
10433,162926.jpg,0,0,0
7023,189327.jpg,1,1,0
3110,085525.jpg,1,1,0
7424,011310.jpg,1,0,0
3024,083121.jpg,1,1,0
5506,149804.jpg,1,1,0
7469,118917.jpg,1,0,0
5581,152021.jpg,1,1,0
9996,108386.jpg,0,0,0
3791,103100.jpg,1,1,0
10332,046658.jpg,0,0,0
13808,090444.jpg,0,0,0
12104,088235.jpg,0,0,0
5036,136999.jpg,1,1,0
14312,199797.jpg,0,0,0
12741,190593.jpg,0,0,0
9587,047521.jpg,0,0,0
10463,151790.jpg,0,0,0
4706,127534.jpg,1,1,0
2234,062611.jpg,1,1,0
7188,195248.jpg,1,1,0
14711,125707.jpg,0,0,0
4810,130388.jpg,1,1,0
10076,130979.jpg,0,0,0
14106,023967.jpg,0,0,0
404,010651.jpg,1,1,0
14225,009998.jpg,0,0,0
10179,135698.jpg,0,0,0
10955,108656.jpg,0,0,0
10245,152979.jpg,0,0,0
5556,151256.jpg,1,1,0
7373,201666.jpg,1,1,0
9405,040255.jpg,0,0,0
10710,138205.jpg,0,0,0
6196,167848.jpg,1,1,0
10580,046415.jpg,0,0,0
3872,105147.jpg,1,1,0
1685,046579.jpg,1,1,0
4761,129111.jpg,1,1,0
4138,112083.jpg,1,1,0
13531,069641.jpg,0,0,0
13324,046924.jpg,0,0,0
12604,018555.jpg,0,0,0
14571,090271.jpg,0,0,0
6918,185680.jpg,1,1,0
7429,059525.jpg,1,0,0
13696,071022.jpg,0,0,0
4785,129834.jpg,1,1,0
9165,085393.jpg,0,0,0
3488,094826.jpg,0,1,0
10854,047067.jpg,0,0,0
1320,035859.jpg,1,1,0
1740,048013.jpg,1,1,0
8982,040466.jpg,0,0,0
1948,053746.jpg,1,1,0
1018,028030.jpg,1,1,0
10385,093922.jpg,0,0,0
13642,111608.jpg,0,0,0
10528,013948.jpg,0,0,0
3210,087812.jpg,1,1,0
6009,163851.jpg,1,1,0
2112,058703.jpg,1,1,0
5117,139153.jpg,1,1,0
4108,111144.jpg,1,1,0
8444,084045.jpg,1,0,0
11053,053633.jpg,0,0,0
13966,183728.jpg,0,0,0
6116,166125.jpg,0,1,0
11611,154637.jpg,0,0,0
9948,046642.jpg,0,0,0
7329,200231.jpg,1,1,0
8636,005600.jpg,1,0,0
7177,194994.jpg,1,1,0
2743,076416.jpg,1,1,0
2002,055559.jpg,1,1,0
443,011816.jpg,1,1,0
8688,132222.jpg,0,0,0
4999,135974.jpg,1,1,0
11972,195672.jpg,0,0,0
9605,159484.jpg,0,0,0
4692,127202.jpg,1,1,0
14324,003355.jpg,0,0,0
12569,143935.jpg,0,0,0
11642,028026.jpg,0,0,0
6561,176345.jpg,1,1,0
13251,005932.jpg,0,0,0
4951,134630.jpg,1,1,0
7736,042032.jpg,1,0,0
9608,040715.jpg,0,0,0
6316,170738.jpg,1,1,0
11887,101547.jpg,0,0,0
9289,181383.jpg,0,0,0
6945,186399.jpg,1,1,0
4789,129863.jpg,1,1,0
4329,117401.jpg,1,1,0
9572,148429.jpg,0,0,0
4945,134502.jpg,1,1,0
3159,086547.jpg,1,1,0
1930,053142.jpg,1,1,0
2412,067237.jpg,1,1,0
9987,039732.jpg,0,0,0
7425,100137.jpg,1,0,0
1359,037023.jpg,1,1,0
8198,151606.jpg,1,0,0
429,011321.jpg,1,1,0
14454,035688.jpg,0,0,0
706,019527.jpg,1,1,0
3404,092830.jpg,1,1,0
11400,153227.jpg,0,0,0
10562,093701.jpg,0,0,0
4306,116648.jpg,1,1,0
9088,030810.jpg,0,0,0
2444,068077.jpg,1,1,0
4385,118873.jpg,1,1,0
3464,094222.jpg,0,1,0
9347,035682.jpg,0,0,0
4475,121356.jpg,1,1,0
10399,049707.jpg,0,0,0
1650,045692.jpg,1,1,0
739,020555.jpg,1,1,0
2916,080150.jpg,1,1,0
1828,050464.jpg,1,1,0
9171,052654.jpg,0,0,0
1899,052328.jpg,1,1,0
4529,122748.jpg,1,1,0
10942,053596.jpg,0,0,0
8640,047669.jpg,1,0,0
6792,181646.jpg,0,1,0
6042,164586.jpg,0,1,0
6888,184605.jpg,1,1,0
12511,059645.jpg,0,0,0
5433,147640.jpg,1,1,0
9093,160256.jpg,0,0,0
9527,138544.jpg,0,0,0
14233,143214.jpg,0,0,0
10882,190244.jpg,0,0,0
5134,139475.jpg,1,1,0
731,020279.jpg,1,1,0
12487,021217.jpg,0,0,0
8129,099457.jpg,1,0,0
13216,086461.jpg,0,0,0
14002,183967.jpg,0,0,0
4182,113100.jpg,1,1,0
2714,075580.jpg,1,1,0
13634,004487.jpg,0,0,0
5297,143788.jpg,1,1,0
1039,028521.jpg,0,1,0
8847,066159.jpg,0,0,0
9064,186840.jpg,0,0,0
7983,017186.jpg,1,0,0
7925,016105.jpg,1,0,0
12433,085194.jpg,0,0,0
1266,034277.jpg,1,1,0
5699,155566.jpg,1,1,0
14470,196194.jpg,0,0,0
12915,158253.jpg,0,0,0
8020,028681.jpg,1,0,0
14406,083219.jpg,0,0,0
1319,035833.jpg,1,1,0
643,017684.jpg,1,1,0
9704,166668.jpg,0,0,0
11137,025918.jpg,0,0,0
14279,168055.jpg,0,0,0
1106,030305.jpg,1,1,0
7391,202367.jpg,1,1,0
10147,107335.jpg,0,0,0
2683,074616.jpg,1,1,0
1339,036612.jpg,1,1,0
6483,174646.jpg,1,1,0
11501,189544.jpg,0,0,0
4278,115943.jpg,1,1,0
1575,043484.jpg,1,1,0
12277,158660.jpg,0,0,0
6773,181149.jpg,0,1,0
5058,137664.jpg,1,1,0
1927,053137.jpg,1,1,0
2692,074851.jpg,1,1,0
6748,180639.jpg,0,1,0
6882,184450.jpg,1,1,0
14459,028828.jpg,0,0,0
478,012900.jpg,0,1,0
4531,122759.jpg,1,1,0
12528,042727.jpg,0,0,0
8857,136825.jpg,0,0,0
8833,073680.jpg,0,0,0
9492,088392.jpg,0,0,0
12516,109711.jpg,0,0,0
4640,125917.jpg,1,1,0
3359,091573.jpg,1,1,0
10314,067634.jpg,0,0,0
11470,042359.jpg,0,0,0
9032,112380.jpg,0,0,0
9583,148979.jpg,0,0,0
9911,114734.jpg,0,0,0
2345,065483.jpg,1,1,0
4351,117903.jpg,1,1,0
7851,073233.jpg,1,0,0
1413,038552.jpg,0,1,0
1941,053492.jpg,1,1,0
1369,037233.jpg,1,1,0
1024,028109.jpg,1,1,0
13474,142277.jpg,0,0,0
7904,170849.jpg,1,0,0
9675,182815.jpg,0,0,0
1741,048019.jpg,1,1,0
4294,116282.jpg,1,1,0
12661,196551.jpg,0,0,0
13700,176884.jpg,0,0,0
12789,003404.jpg,0,0,0
6602,177380.jpg,1,1,0
6094,165678.jpg,0,1,0
7507,080948.jpg,1,0,0
134,003002.jpg,1,1,0
13897,018671.jpg,0,0,0
5755,157239.jpg,1,1,0
13037,181952.jpg,0,0,0
4078,110274.jpg,1,1,0
8259,196624.jpg,1,0,0
5607,152740.jpg,1,1,0
1140,031308.jpg,0,1,0
4231,114567.jpg,1,1,0
3746,101363.jpg,0,1,0
10054,101083.jpg,0,0,0
14278,097956.jpg,0,0,0
13038,199410.jpg,0,0,0
11430,027659.jpg,0,0,0
7076,191396.jpg,1,1,0
1258,034097.jpg,1,1,0
8459,110793.jpg,1,0,0
1532,041988.jpg,1,1,0
3095,085154.jpg,1,1,0
8862,118032.jpg,0,0,0
13161,104311.jpg,0,0,0
2996,082320.jpg,1,1,0
1443,039523.jpg,1,1,0
1797,049736.jpg,1,1,0
125,002804.jpg,0,1,0
6665,178649.jpg,1,1,0
13870,101568.jpg,0,0,0
6632,177924.jpg,0,1,0
3097,085207.jpg,1,1,0
6613,177544.jpg,1,1,0
143,003252.jpg,1,1,0
11057,108571.jpg,0,0,0
7888,098016.jpg,1,0,0
606,016535.jpg,1,1,0
4461,120816.jpg,1,1,0
602,016461.jpg,1,1,0
12878,098134.jpg,0,0,0
4259,115391.jpg,0,1,0
3254,088807.jpg,1,1,0
11896,042582.jpg,0,0,0
8175,034010.jpg,1,0,0
6544,175905.jpg,0,1,0
4658,126304.jpg,1,1,0
9228,106872.jpg,0,0,0
1688,046623.jpg,1,1,0
1974,054886.jpg,0,1,0
12954,182567.jpg,0,0,0
8810,023665.jpg,0,0,0
12428,112925.jpg,0,0,0
5042,137243.jpg,1,1,0
10656,113666.jpg,0,0,0
1063,029072.jpg,1,1,0
8291,107444.jpg,1,0,0
11174,056642.jpg,0,0,0
4901,133137.jpg,1,1,0
13264,005694.jpg,0,0,0
10281,097435.jpg,0,0,0
11086,010986.jpg,0,0,0
2948,080988.jpg,1,1,0
517,013943.jpg,1,1,0
3779,102628.jpg,1,1,0
1799,049782.jpg,1,1,0
11657,145804.jpg,0,0,0
11474,175199.jpg,0,0,0
9593,163383.jpg,0,0,0
6173,167308.jpg,1,1,0
14013,156215.jpg,0,0,0
8894,096573.jpg,0,0,0
1077,029404.jpg,1,1,0
12729,185826.jpg,0,0,0
13040,149680.jpg,0,0,0
7784,030231.jpg,1,0,0
10469,154602.jpg,0,0,0
8859,044971.jpg,0,0,0
14786,175719.jpg,0,0,0
1624,045205.jpg,1,1,0
6038,164483.jpg,1,1,0
2563,071217.jpg,0,1,0
10669,086155.jpg,0,0,0
10630,098296.jpg,0,0,0
9673,079690.jpg,0,0,0
5477,148925.jpg,1,1,0
7394,202479.jpg,1,1,0
11104,158715.jpg,0,0,0
2636,073477.jpg,0,1,0
9471,018294.jpg,0,0,0
3769,102270.jpg,1,1,0
2435,067888.jpg,1,1,0
6471,174345.jpg,0,1,0
1617,044920.jpg,1,1,0
1870,051590.jpg,0,1,0
275,006786.jpg,0,1,0
7261,197525.jpg,1,1,0
8825,157002.jpg,0,0,0
8633,095505.jpg,1,0,0
11984,125869.jpg,0,0,0
7881,083076.jpg,1,0,0
2493,069406.jpg,1,1,0
3068,084373.jpg,1,1,0
8844,008668.jpg,0,0,0
1784,049281.jpg,1,1,0
8752,064315.jpg,0,0,0
4158,112649.jpg,1,1,0
6290,170119.jpg,0,1,0
9834,097825.jpg,0,0,0
13576,193606.jpg,0,0,0
2095,058243.jpg,1,1,0
2813,078116.jpg,1,1,0
14491,008251.jpg,0,0,0
7625,144493.jpg,1,0,0
2825,078415.jpg,1,1,0
2086,057817.jpg,0,1,0
7566,114559.jpg,1,0,0
5890,160647.jpg,1,1,0
11772,157345.jpg,0,0,0
4445,120343.jpg,1,1,0
14080,098624.jpg,0,0,0
9884,128002.jpg,0,0,0
2645,073705.jpg,1,1,0
13141,137983.jpg,0,0,0
12835,032396.jpg,0,0,0
12037,054197.jpg,0,0,0
12510,013172.jpg,0,0,0
7539,179205.jpg,1,0,0
9827,175596.jpg,0,0,0
10825,181991.jpg,0,0,0
130,002854.jpg,0,1,0
6250,169025.jpg,0,1,0
3090,085035.jpg,1,1,0
10124,070256.jpg,0,0,0
2884,079542.jpg,1,1,0
6000,163629.jpg,1,1,0
9515,162044.jpg,0,0,0
11629,119236.jpg,0,0,0
12223,191583.jpg,0,0,0
6381,171941.jpg,1,1,0
12084,013599.jpg,0,0,0
4774,129546.jpg,1,1,0
1568,043098.jpg,0,1,0
6066,165145.jpg,1,1,0
12782,173698.jpg,0,0,0
347,009143.jpg,1,1,0
7304,199106.jpg,1,1,0
646,017745.jpg,0,1,0
7137,193815.jpg,1,1,0
7294,198628.jpg,1,1,0
4685,126961.jpg,1,1,0
529,014243.jpg,1,1,0
8112,012690.jpg,1,0,0
5389,146519.jpg,1,1,0
8219,175629.jpg,1,0,0
3422,093182.jpg,0,1,0
820,022712.jpg,0,1,0
9036,070145.jpg,0,0,0
10460,196436.jpg,0,0,0
5711,155913.jpg,1,1,0
3581,097236.jpg,1,1,0
12804,023434.jpg,0,0,0
5318,144505.jpg,1,1,0
7906,183456.jpg,1,0,0
14782,155266.jpg,0,0,0
10478,107907.jpg,0,0,0
8492,156148.jpg,1,0,0
8960,073950.jpg,0,0,0
12029,187416.jpg,0,0,0
7167,194682.jpg,1,1,0
102,002205.jpg,1,1,0
8819,053754.jpg,0,0,0
4793,129940.jpg,1,1,0
9651,072567.jpg,0,0,0
5587,152233.jpg,1,1,0
2495,069463.jpg,1,1,0
7992,060472.jpg,1,0,0
9464,013110.jpg,0,0,0
11775,074409.jpg,0,0,0
3823,103953.jpg,1,1,0
4337,117531.jpg,1,1,0
10711,155742.jpg,0,0,0
3736,101024.jpg,1,1,0
13135,114128.jpg,0,0,0
6781,181307.jpg,0,1,0
14343,055720.jpg,0,0,0
13091,073336.jpg,0,0,0
12945,004295.jpg,0,0,0
10144,058755.jpg,0,0,0
6870,184182.jpg,1,1,0
5499,149633.jpg,0,1,0
575,015458.jpg,1,1,0
353,009356.jpg,1,1,0
10386,151093.jpg,0,0,0
2407,067068.jpg,1,1,0
11422,112235.jpg,0,0,0
6562,176347.jpg,0,1,0
10645,001297.jpg,0,0,0
52,001101.jpg,1,1,0
12617,047867.jpg,0,0,0
9942,173438.jpg,0,0,0
530,014251.jpg,1,1,0
13479,160798.jpg,0,0,0
8596,064115.jpg,1,0,0
68,001432.jpg,1,1,0
8018,168588.jpg,1,0,0
7061,190686.jpg,1,1,0
11130,073702.jpg,0,0,0
4412,119463.jpg,0,1,0
11919,132437.jpg,0,0,0
5945,162186.jpg,1,1,0
8266,033970.jpg,1,0,0
3067,084372.jpg,1,1,0
4237,114767.jpg,1,1,0
9693,124797.jpg,0,0,0
12680,008389.jpg,0,0,0
1289,034933.jpg,0,1,0
7316,199612.jpg,0,1,0
13096,108354.jpg,0,0,0
8978,080000.jpg,0,0,0
14500,125527.jpg,0,0,0
13586,183810.jpg,0,0,0
8222,134751.jpg,1,0,0
3186,087268.jpg,1,1,0
1796,049667.jpg,1,1,0
6852,183595.jpg,1,1,0
7044,189921.jpg,1,1,0
11254,131616.jpg,0,0,0
9517,028844.jpg,0,0,0
4256,115339.jpg,1,1,0
1260,034156.jpg,1,1,0
14676,067378.jpg,0,0,0
12651,150668.jpg,0,0,0
14068,035048.jpg,0,0,0
7225,196487.jpg,1,1,0
876,024421.jpg,1,1,0
5363,146005.jpg,1,1,0
2538,070680.jpg,1,1,0
11814,067531.jpg,0,0,0
3431,093273.jpg,1,1,0
4935,134271.jpg,1,1,0
4434,119948.jpg,1,1,0
11046,064479.jpg,0,0,0
5049,137413.jpg,1,1,0
8690,170538.jpg,0,0,0
9921,139300.jpg,0,0,0
12898,096577.jpg,0,0,0
11627,157843.jpg,0,0,0
11005,010149.jpg,0,0,0
7198,195530.jpg,0,1,0
4479,121456.jpg,1,1,0
9145,149987.jpg,0,0,0
12546,070522.jpg,0,0,0
14650,041813.jpg,0,0,0
2427,067702.jpg,1,1,0
12631,096324.jpg,0,0,0
13353,024697.jpg,0,0,0
7332,200278.jpg,1,1,0
1721,047428.jpg,1,1,0
7420,037614.jpg,1,0,0
9153,150256.jpg,0,0,0
5985,163085.jpg,1,1,0
9800,082342.jpg,0,0,0
5869,160184.jpg,1,1,0
3703,099922.jpg,1,1,0
3689,099628.jpg,1,1,0
5454,148133.jpg,1,1,0
6370,171739.jpg,1,1,0
10226,052157.jpg,0,0,0
2954,081178.jpg,1,1,0
2882,079452.jpg,1,1,0
12024,182475.jpg,0,0,0
6944,186367.jpg,1,1,0
11466,164549.jpg,0,0,0
11888,104950.jpg,0,0,0
5100,138636.jpg,0,1,0
11711,189795.jpg,0,0,0
1415,038602.jpg,1,1,0
11031,004543.jpg,0,0,0
14687,084843.jpg,0,0,0
4040,109476.jpg,1,1,0
3297,089774.jpg,1,1,0
13167,196785.jpg,0,0,0
11114,078463.jpg,0,0,0
8090,134246.jpg,1,0,0
10382,103943.jpg,0,0,0
10279,159768.jpg,0,0,0
7336,200452.jpg,0,1,0
4267,115564.jpg,1,1,0
1605,044425.jpg,1,1,0
6156,166954.jpg,1,1,0
9756,147881.jpg,0,0,0
14416,128184.jpg,0,0,0
7037,189693.jpg,1,1,0
3590,097410.jpg,1,1,0
13690,155458.jpg,0,0,0
8642,148514.jpg,1,0,0
12173,013597.jpg,0,0,0
11805,168782.jpg,0,0,0
10498,078518.jpg,0,0,0
12012,097034.jpg,0,0,0
12126,022350.jpg,0,0,0
8696,112405.jpg,0,0,0
13225,202250.jpg,0,0,0
13673,057626.jpg,0,0,0
8792,136192.jpg,0,0,0
14359,067677.jpg,0,0,0
8109,068684.jpg,1,0,0
6450,173970.jpg,1,1,0
14165,061779.jpg,0,0,0
10529,123237.jpg,0,0,0
1148,031441.jpg,1,1,0
4308,116692.jpg,1,1,0
7077,191427.jpg,1,1,0
14022,035443.jpg,0,0,0
13935,183247.jpg,0,0,0
14705,091355.jpg,0,0,0
11948,093095.jpg,0,0,0
14529,071307.jpg,0,0,0
10282,070259.jpg,0,0,0
1007,027716.jpg,1,1,0
3051,083981.jpg,1,1,0
1671,046214.jpg,1,1,0
10925,116916.jpg,0,0,0
4693,127264.jpg,1,1,0
1962,054552.jpg,0,1,0
11358,174073.jpg,0,0,0
1348,036833.jpg,0,1,0
10887,065903.jpg,0,0,0
6301,170359.jpg,1,1,0
4283,116107.jpg,1,1,0
8632,002203.jpg,1,0,0
6788,181531.jpg,1,1,0
7054,190444.jpg,1,1,0
5012,136388.jpg,1,1,0
7312,199464.jpg,1,1,0
2898,079736.jpg,0,1,0
10816,137834.jpg,0,0,0
3120,085774.jpg,1,1,0
8933,067268.jpg,0,0,0
6205,167996.jpg,1,1,0
1871,051616.jpg,0,1,0
3635,098523.jpg,1,1,0
1250,033873.jpg,1,1,0
6241,168928.jpg,0,1,0
1279,034673.jpg,0,1,0
979,026829.jpg,1,1,0
2715,075588.jpg,1,1,0
7940,014888.jpg,1,0,0
7324,199972.jpg,1,1,0
1670,046207.jpg,1,1,0
3838,104409.jpg,1,1,0
5767,157729.jpg,1,1,0
8134,086840.jpg,1,0,0
9502,116301.jpg,0,0,0
544,014654.jpg,1,1,0
2840,078729.jpg,0,1,0
14583,008938.jpg,0,0,0
13532,086285.jpg,0,0,0
6154,166896.jpg,1,1,0
6349,171316.jpg,1,1,0
12328,061735.jpg,0,0,0
13424,109393.jpg,0,0,0
8486,112168.jpg,1,0,0
12814,186163.jpg,0,0,0
14413,111003.jpg,0,0,0
8321,109307.jpg,1,0,0
8427,145230.jpg,1,0,0
2535,070564.jpg,1,1,0
13907,193148.jpg,0,0,0
1754,048408.jpg,1,1,0
558,014945.jpg,1,1,0
871,024343.jpg,1,1,0
2077,057612.jpg,1,1,0
3640,098646.jpg,1,1,0
12225,112759.jpg,0,0,0
13168,122643.jpg,0,0,0
11442,089586.jpg,0,0,0
732,020290.jpg,1,1,0
430,011345.jpg,1,1,0
10558,120127.jpg,0,0,0
14115,085892.jpg,0,0,0
7250,197131.jpg,1,1,0
10035,165038.jpg,0,0,0
2380,066367.jpg,1,1,0
7229,196621.jpg,1,1,0
10252,045221.jpg,0,0,0
3390,092510.jpg,1,1,0
8247,139656.jpg,1,0,0
9348,171814.jpg,0,0,0
11486,034395.jpg,0,0,0
8530,036424.jpg,1,0,0
439,011721.jpg,1,1,0
8502,043897.jpg,1,0,0
11297,193889.jpg,0,0,0
7386,202133.jpg,0,1,0
2306,064478.jpg,1,1,0
14269,196533.jpg,0,0,0
6453,174027.jpg,1,1,0
13286,102724.jpg,0,0,0
4477,121412.jpg,1,1,0
7446,023338.jpg,1,0,0
1549,042504.jpg,1,1,0
10176,025235.jpg,0,0,0
5286,143410.jpg,0,1,0
13737,007758.jpg,0,0,0
3716,100224.jpg,1,1,0
2218,062157.jpg,1,1,0
12132,198376.jpg,0,0,0
2819,078220.jpg,1,1,0
3926,106396.jpg,1,1,0
2052,056988.jpg,1,1,0
9481,091447.jpg,0,0,0
9808,009432.jpg,0,0,0
10745,189968.jpg,0,0,0
7614,051687.jpg,1,0,0
7427,030224.jpg,1,0,0
9303,063083.jpg,0,0,0
1358,037016.jpg,1,1,0
7833,088043.jpg,1,0,0
10533,026722.jpg,0,0,0
10442,096672.jpg,0,0,0
13181,195701.jpg,0,0,0
5588,152235.jpg,1,1,0
1590,044191.jpg,0,1,0
2293,064104.jpg,1,1,0
4744,128823.jpg,1,1,0
13495,092165.jpg,0,0,0
10037,151628.jpg,0,0,0
7592,199903.jpg,1,0,0
14592,096512.jpg,0,0,0
2126,059048.jpg,1,1,0
10448,018721.jpg,0,0,0
10167,105285.jpg,0,0,0
11407,069216.jpg,0,0,0
5844,159397.jpg,1,1,0
4729,128381.jpg,1,1,0
1664,046089.jpg,1,1,0
7926,022550.jpg,1,0,0
12744,051321.jpg,0,0,0
270,006599.jpg,1,1,0
12221,176764.jpg,0,0,0
11327,193985.jpg,0,0,0
9754,033811.jpg,0,0,0
12046,076107.jpg,0,0,0
8068,132624.jpg,1,0,0
12880,172172.jpg,0,0,0
11785,002983.jpg,0,0,0
6226,168534.jpg,1,1,0
9719,153584.jpg,0,0,0
4835,131116.jpg,1,1,0
4946,134505.jpg,1,1,0
310,008007.jpg,1,1,0
7235,196755.jpg,1,1,0
763,021153.jpg,1,1,0
472,012716.jpg,1,1,0
212,005095.jpg,1,1,0
3602,097637.jpg,1,1,0
4285,116137.jpg,1,1,0
8945,194396.jpg,0,0,0
9312,159632.jpg,0,0,0
12351,185920.jpg,0,0,0
9247,051203.jpg,0,0,0
4966,135044.jpg,1,1,0
11528,143056.jpg,0,0,0
2382,066483.jpg,1,1,0
3810,103708.jpg,1,1,0
10315,166639.jpg,0,0,0
9568,044980.jpg,0,0,0
9932,175204.jpg,0,0,0
1001,027374.jpg,1,1,0
9533,169797.jpg,0,0,0
1198,032765.jpg,0,1,0
2197,061583.jpg,1,1,0
1328,036029.jpg,1,1,0
6346,171206.jpg,1,1,0
7941,177025.jpg,1,0,0
4613,125107.jpg,1,1,0
10159,055201.jpg,0,0,0
8906,119558.jpg,0,0,0
10192,103149.jpg,0,0,0
4030,109174.jpg,1,1,0
4313,116833.jpg,1,1,0
5084,138339.jpg,1,1,0
11709,051629.jpg,0,0,0
1807,050012.jpg,1,1,0
5474,148849.jpg,1,1,0
4621,125368.jpg,1,1,0
2154,060207.jpg,1,1,0
4654,126245.jpg,1,1,0
7280,198223.jpg,1,1,0
2604,072454.jpg,1,1,0
9767,094866.jpg,0,0,0
12509,155538.jpg,0,0,0
10814,181256.jpg,0,0,0
12005,044115.jpg,0,0,0
428,011296.jpg,1,1,0
3272,089169.jpg,1,1,0
7919,008840.jpg,1,0,0
44,000915.jpg,1,1,0
1868,051518.jpg,1,1,0
1616,044877.jpg,1,1,0
14230,139387.jpg,0,0,0
13169,043347.jpg,0,0,0
9227,144326.jpg,0,0,0
2012,055919.jpg,0,1,0
6591,177250.jpg,1,1,0
14101,189738.jpg,0,0,0
13646,156453.jpg,0,0,0
8298,008772.jpg,1,0,0
10202,018323.jpg,0,0,0
13554,121181.jpg,0,0,0
1518,041711.jpg,0,1,0
12484,157023.jpg,0,0,0
431,011375.jpg,1,1,0
7435,037046.jpg,1,0,0
2276,063744.jpg,0,1,0
9161,179813.jpg,0,0,0
2375,066042.jpg,0,1,0
13335,156961.jpg,0,0,0
316,008174.jpg,1,1,0
14289,197516.jpg,0,0,0
12576,157244.jpg,0,0,0
4696,127346.jpg,1,1,0
14126,198842.jpg,0,0,0
12334,018998.jpg,0,0,0
11354,100288.jpg,0,0,0
1395,037993.jpg,1,1,0
6554,176136.jpg,1,1,0
2576,071427.jpg,1,1,0
7072,191236.jpg,1,1,0
10572,002382.jpg,0,0,0
5194,141213.jpg,1,1,0
2369,065964.jpg,1,1,0
13981,089951.jpg,0,0,0
